open_time,open,high,low,close,volume,avg_candle_size,ATR
2024-10-01 00:57:00,63560.7,63568.6,63487.6,63519.9,224.467,35.24599999999971,60.86879295468572
2024-10-01 00:58:00,63519.9,63526.5,63500.0,63526.5,41.343,35.24599999999971,58.41387917220817
2024-10-01 00:59:00,63526.4,63526.4,63504.5,63513.2,47.818,35.24599999999971,55.812887802764735
2024-10-01 01:00:00,63513.2,63528.0,63505.6,63506.0,109.461,35.24599999999971,53.42625295971021
2024-10-01 01:01:00,63506.0,63527.9,63452.2,63460.0,89.059,35.24599999999971,55.01723489115979
2024-10-01 01:02:00,63459.9,63493.5,63454.5,63488.0,76.201,35.24599999999971,53.873146684648376
2024-10-01 01:03:00,63488.1,63518.2,63480.2,63507.0,75.106,35.24599999999971,52.73935049288777
2024-10-01 01:04:00,63507.0,63611.0,63507.0,63600.0,165.117,35.24599999999971,56.4008254576815
2024-10-01 01:05:00,63600.0,63603.0,63526.6,63548.1,135.709,35.24599999999971,57.829337924990064
2024-10-01 01:06:00,63548.0,63627.5,63548.0,63616.0,192.473,35.24599999999971,59.37724235891934
2024-10-01 01:07:00,63615.9,63621.9,63598.1,63599.9,121.577,35.24599999999971,56.83601076185388
2024-10-01 01:08:00,63599.9,63599.9,63555.3,63575.8,117.173,35.24599999999971,55.96200999314993
2024-10-01 01:09:00,63575.9,63582.4,63540.0,63549.6,39.843,35.24599999999971,54.993294993639324
2024-10-01 01:10:00,63549.6,63609.2,63549.6,63600.0,55.177,35.24599999999971,55.322345351236415
2024-10-01 01:11:00,63600.1,63616.7,63591.3,63606.0,91.682,35.24599999999971,53.18503496900483
2024-10-01 01:12:00,63605.9,63616.0,63399.5,63542.5,733.202,35.24599999999971,64.85038961407591
2024-10-01 01:13:00,63542.6,63542.6,63345.7,63452.3,982.341,35.24599999999971,74.28250464164202
2024-10-01 01:14:00,63452.3,63488.4,63452.2,63488.4,106.269,35.24599999999971,71.56232573866791
2024-10-01 01:15:00,63488.3,63499.0,63450.0,63480.0,121.906,35.24599999999971,69.95073104304878
2024-10-01 01:16:00,63479.9,63545.3,63479.9,63539.9,113.743,35.24599999999971,69.62567882568825
2024-10-01 01:17:00,63539.9,63566.5,63500.1,63566.5,86.651,35.24599999999971,69.39527319528206
2024-10-01 01:18:00,63566.6,63571.4,63521.0,63521.0,45.606,35.24599999999971,68.03846796704774
2024-10-01 01:19:00,63521.0,63530.7,63484.2,63509.0,63.056,35.24599999999971,66.50000596940147
2024-10-01 01:20:00,63509.0,63527.2,63487.0,63492.2,52.278,35.24599999999971,64.62143411444401
2024-10-01 01:21:00,63492.1,63516.3,63481.6,63491.7,52.738,35.24599999999971,62.48418882055547
2024-10-01 01:22:00,63491.6,63500.0,63480.0,63481.3,64.586,35.24599999999971,59.449603904801506
2024-10-01 01:23:00,63481.3,63481.3,63460.0,63463.8,100.326,35.24599999999971,56.72463219731589
2024-10-01 01:24:00,63463.7,63480.1,63450.0,63469.3,79.878,35.24599999999971,54.82287275465036
2024-10-01 01:25:00,63469.3,63485.4,63450.0,63462.0,64.149,35.24599999999971,53.435524700746875
2024-10-01 01:26:00,63462.0,63478.0,63450.0,63454.0,47.274,35.24599999999971,51.618701507836384
2024-10-01 01:27:00,63454.0,63474.2,63450.0,63474.2,171.65,35.24599999999971,49.660222828705
2024-10-01 01:28:00,63474.2,63544.0,63460.0,63544.0,81.647,35.24599999999971,52.11306405522607
2024-10-01 01:29:00,63544.0,63561.0,63521.5,63559.1,43.481,35.24599999999971,51.21213090842421
2024-10-01 01:30:00,63559.0,63582.1,63554.2,63569.9,70.037,35.24599999999971,49.54697870067973
2024-10-01 01:31:00,63569.9,63572.0,63536.6,63545.6,73.021,35.24599999999971,48.53648022205986
2024-10-01 01:32:00,63545.6,63581.2,63520.0,63550.0,53.915,35.24599999999971,49.44101734905537
2024-10-01 01:33:00,63549.9,63555.0,63527.5,63533.0,37.475,35.24599999999971,47.87380182412284
2024-10-01 01:34:00,63533.0,63552.0,63525.0,63552.0,24.548,35.24599999999971,46.382815979542634
2024-10-01 01:35:00,63551.9,63551.9,63525.1,63541.1,69.697,35.24599999999971,44.991186266718266
2024-10-01 01:36:00,63541.2,63598.0,63541.1,63580.9,133.047,35.24599999999971,45.841815819095636
2024-10-01 01:37:00,63580.9,63588.0,63545.5,63556.8,32.755,35.24599999999971,45.603114689160236
2024-10-01 01:38:00,63556.8,63568.7,63548.2,63568.6,17.197,35.24599999999971,43.81003506850594
2024-10-01 01:39:00,63568.6,63568.7,63548.4,63555.3,10.873,35.24599999999971,42.13074684932663
2024-10-01 01:40:00,63555.2,63599.3,63553.0,63599.3,41.722,35.24599999999971,42.428550645803504
2024-10-01 01:41:00,63599.3,63600.0,63558.4,63558.4,86.101,35.24599999999971,42.36936845681743
2024-10-01 01:42:00,63558.5,63579.5,63558.4,63578.1,21.885,35.24599999999971,40.85012785275894
2024-10-01 01:43:00,63578.1,63597.5,63558.5,63567.5,55.672,35.24599999999971,40.71797586327615
2024-10-01 01:44:00,63567.5,63567.5,63545.6,63557.2,30.624,35.24599999999971,39.3738347301851
2024-10-01 01:45:00,63557.2,63557.2,63490.3,63491.0,112.167,35.24599999999971,41.339989392314315
2024-10-01 01:46:00,63491.6,63526.2,63491.5,63513.2,91.287,35.24599999999971,40.90141872143452
2024-10-01 01:47:00,63513.2,63513.2,63490.4,63490.4,35.276,35.24599999999971,39.60846024133174
2024-10-01 01:48:00,63490.5,63505.7,63486.3,63486.4,41.379,35.24599999999971,38.16499879552192
2024-10-01 01:49:00,63486.3,63500.0,63451.6,63455.4,77.338,35.24599999999971,38.8960703101276
2024-10-01 01:50:00,63455.5,63458.5,63450.0,63457.7,275.692,35.24599999999971,36.72492243083276
2024-10-01 01:51:00,63457.7,63457.8,63450.0,63455.2,95.508,35.24599999999971,34.65885654291635
2024-10-01 01:52:00,63455.2,63455.3,63450.0,63450.0,80.399,35.24599999999971,32.56179536127967
2024-10-01 01:53:00,63450.0,63450.1,63408.2,63413.0,170.972,35.24599999999971,33.22880997833123
2024-10-01 01:54:00,63413.0,63424.1,63400.0,63423.9,92.465,35.24599999999971,32.57675212273604
2024-10-01 01:55:00,63423.8,63433.8,63423.8,63423.9,47.609,35.24599999999971,30.964126971112034
2024-10-01 01:56:00,63424.0,63424.0,63400.1,63400.1,53.7,35.24599999999971,30.45954647317556
2024-10-01 01:57:00,63400.1,63427.0,63400.1,63418.0,49.648,35.24599999999971,30.205293153663124
2024-10-01 01:58:00,63417.9,63458.1,63417.9,63458.0,35.726,35.24599999999971,30.91920078554412
2024-10-01 01:59:00,63458.0,63460.0,63434.1,63447.3,86.754,35.24599999999971,30.560686443719646
2024-10-01 02:00:00,63447.2,63447.2,63400.3,63400.3,70.051,35.24599999999971,31.7349231263111
2024-10-01 02:01:00,63400.4,63405.8,63400.0,63401.5,107.195,35.24599999999971,29.882428617289087
2024-10-01 02:02:00,63401.4,63432.7,63401.4,63429.7,65.854,35.24599999999971,29.98368371605384
2024-10-01 02:03:00,63429.7,63429.7,63400.0,63400.1,135.163,35.24599999999971,29.963420593478357
2024-10-01 02:04:00,63400.0,63400.1,63326.8,63336.9,542.047,35.24599999999971,33.05889055108673
2024-10-01 02:05:00,63336.9,63358.5,63326.2,63338.2,100.376,35.24599999999971,33.00468408315218
2024-10-01 02:06:00,63338.3,63350.0,63264.8,63268.6,158.387,35.24599999999971,36.732920934355384
2024-10-01 02:07:00,63268.6,63321.7,63264.8,63321.6,130.433,35.24599999999971,38.17342658190101
2024-10-01 02:08:00,63321.6,63380.2,63321.6,63350.1,62.795,35.24599999999971,39.632467540336556
2024-10-01 02:09:00,63350.2,63350.2,63321.6,63321.6,70.018,35.24599999999971,38.84443414459813
2024-10-01 02:10:00,63321.7,63331.6,63300.8,63300.8,39.832,35.24599999999971,38.26983170569796
2024-10-01 02:11:00,63300.8,63300.9,63254.3,63268.4,118.756,35.24599999999971,38.86484372671943
2024-10-01 02:12:00,63268.3,63268.4,63252.0,63252.1,81.499,35.24599999999971,37.260212031953856
2024-10-01 02:13:00,63252.1,63252.1,63200.0,63224.5,280.269,35.24599999999971,38.32019688681419
2024-10-01 02:14:00,63224.4,63224.5,63183.2,63214.8,152.527,35.24599999999971,38.53303996632767
2024-10-01 02:15:00,63214.8,63241.7,63150.0,63197.5,401.623,35.24599999999971,42.330679968732625
2024-10-01 02:16:00,63197.5,63232.0,63175.2,63231.9,113.48,35.24599999999971,43.36420282810907
2024-10-01 02:17:00,63232.0,63289.4,63231.9,63264.9,123.332,35.24599999999971,44.37390262610128
2024-10-01 02:18:00,63264.9,63285.5,63254.4,63282.1,54.786,35.24599999999971,43.425766724236794
2024-10-01 02:19:00,63282.1,63282.1,63250.0,63250.3,49.285,35.24599999999971,42.616783386791205
2024-10-01 02:20:00,63250.3,63272.7,63250.3,63263.7,31.236,35.24599999999971,41.172727430591415
2024-10-01 02:21:00,63263.7,63263.7,63232.0,63237.7,66.977,35.24599999999971,40.49610404269182
2024-10-01 02:22:00,63237.7,63267.0,63237.6,63241.5,75.63,35.24599999999971,39.703525182499654
2024-10-01 02:23:00,63241.5,63284.3,63241.4,63284.3,51.498,35.24599999999971,39.931844812321216
2024-10-01 02:24:00,63284.2,63338.2,63284.2,63338.1,86.463,35.24599999999971,40.936713040012556
2024-10-01 02:25:00,63338.2,63349.1,63331.1,63348.9,59.918,35.24599999999971,39.29837639429737
2024-10-01 02:26:00,63349.0,63361.5,63340.0,63340.1,81.111,35.24599999999971,38.0270637947047
2024-10-01 02:27:00,63340.0,63365.2,63328.0,63344.1,42.441,35.24599999999971,37.96798780936844
2024-10-01 02:28:00,63344.2,63344.2,63310.6,63330.0,50.129,35.24599999999971,37.655988680127734
2024-10-01 02:29:00,63330.0,63332.4,63312.0,63318.1,34.077,35.24599999999971,36.42341806011871
2024-10-01 02:30:00,63318.1,63359.3,63310.0,63359.3,51.027,35.24599999999971,37.343173912967586
2024-10-01 02:31:00,63359.2,63361.0,63342.1,63356.9,38.656,35.24599999999971,36.02580434775572
2024-10-01 02:32:00,63356.9,63380.0,63353.6,63380.0,50.207,35.24599999999971,35.3382468943447
2024-10-01 02:33:00,63379.9,63380.0,63360.0,63360.0,31.354,35.24599999999971,34.24265783046293
2024-10-01 02:34:00,63360.0,63390.0,63360.0,63389.9,43.201,35.24599999999971,33.93961084257272
2024-10-01 02:35:00,63390.0,63390.0,63355.0,63355.0,31.421,35.24599999999971,34.0153529252461
2024-10-01 02:36:00,63355.0,63384.7,63355.0,63356.1,74.728,35.24599999999971,33.70711343058546
2024-10-01 02:37:00,63356.2,63356.2,63337.7,63345.5,29.418,35.24599999999971,32.620891042686495
2024-10-01 02:38:00,63345.4,63351.3,63316.0,63316.1,33.786,35.24599999999971,32.812255968209094
2024-10-01 02:39:00,63316.0,63327.1,63305.6,63312.0,53.489,35.24599999999971,32.004237684765585
2024-10-01 02:40:00,63311.9,63347.2,63311.9,63341.0,35.944,35.24599999999971,32.23964927871059
2024-10-01 02:41:00,63340.9,63373.5,63340.9,63373.5,31.256,35.24599999999971,32.26538861594544
2024-10-01 02:42:00,63373.5,63373.5,63341.7,63345.6,50.042,35.24599999999971,32.23214657194954
2024-10-01 02:43:00,63345.5,63345.6,63335.3,63343.3,26.307,35.24599999999971,30.665564673952836
2024-10-01 02:44:00,63343.3,63343.4,63330.0,63330.0,16.756,35.24599999999971,29.43231005438488
2024-10-01 02:45:00,63330.1,63330.1,63296.9,63311.4,50.858,35.24599999999971,29.701430764785755
2024-10-01 02:46:00,63311.4,63311.4,63288.0,63288.0,22.301,35.24599999999971,29.25132856730116
2024-10-01 02:47:00,63288.0,63288.0,63261.0,63271.7,57.476,35.24599999999971,29.090519383922505
2024-10-01 02:48:00,63271.7,63277.0,63264.0,63273.0,32.166,35.24599999999971,27.941196570785184
2024-10-01 02:49:00,63273.0,63303.7,63272.9,63303.7,46.733,35.24599999999971,28.145396815728787
2024-10-01 02:50:00,63303.7,63303.7,63290.6,63295.0,39.153,35.24599999999971,27.070725614605198
2024-10-01 02:51:00,63294.2,63296.0,63272.9,63285.2,24.028,35.24599999999971,26.78710235641901
2024-10-01 02:52:00,63285.5,63318.0,63285.5,63310.7,33.777,35.24599999999971,27.216595045246432
2024-10-01 02:53:00,63310.8,63321.6,63288.0,63319.0,44.11,35.24599999999971,27.67255254201444
2024-10-01 02:54:00,63319.0,63378.0,63318.9,63376.5,47.805,35.24599999999971,29.917370217584732
2024-10-01 02:55:00,63376.6,63396.6,63363.8,63390.0,58.403,35.24599999999971,30.123272344899796
2024-10-01 02:56:00,63390.1,63438.6,63390.0,63438.6,167.119,35.24599999999971,31.443038605978277
2024-10-01 02:57:00,63438.7,63439.3,63425.7,63434.6,55.569,35.24599999999971,30.168535848408816
2024-10-01 02:58:00,63434.5,63434.5,63411.0,63411.0,53.16,35.24599999999971,29.69935471637951
2024-10-01 02:59:00,63411.0,63427.8,63411.0,63427.8,28.494,35.24599999999971,28.777972236638327
2024-10-01 03:00:00,63427.8,63449.7,63422.6,63423.0,107.972,35.24599999999971,28.65811707687834
2024-10-01 03:01:00,63423.1,63423.1,63410.9,63415.3,30.495,35.24599999999971,27.48253728567254
2024-10-01 03:02:00,63415.3,63462.4,63415.3,63455.9,109.943,35.24599999999971,28.88378462241011
2024-10-01 03:03:00,63455.8,63463.0,63442.0,63461.0,64.586,35.24599999999971,28.320657149380818
2024-10-01 03:04:00,63461.0,63461.0,63451.0,63457.0,44.644,35.24599999999971,27.012038781567902
2024-10-01 03:05:00,63457.0,63476.4,63430.8,63431.0,116.026,35.24599999999971,28.33975029717009
2024-10-01 03:06:00,63431.0,63520.0,63430.9,63513.6,320.707,35.24599999999971,32.679768133086405
2024-10-01 03:07:00,63513.6,63551.6,63513.6,63551.6,96.318,35.24599999999971,33.05978469500881
2024-10-01 03:08:00,63551.6,63551.6,63533.9,63548.0,82.889,35.24599999999971,31.962657216793684
2024-10-01 03:09:00,63548.1,63555.2,63542.0,63542.1,53.887,35.24599999999971,30.622467415593924
2024-10-01 03:10:00,63542.0,63600.0,63542.0,63599.9,116.195,35.24599999999971,32.57800545733722
2024-10-01 03:11:00,63600.0,63600.0,63579.9,63580.0,110.733,35.24599999999971,31.686719353241603
2024-10-01 03:12:00,63579.9,63580.0,63558.6,63577.6,51.554,35.24599999999971,30.951953685153022
2024-10-01 03:13:00,63577.6,63602.3,63565.6,63599.4,94.572,35.24599999999971,31.36252842192812
2024-10-01 03:14:00,63599.4,63605.9,63591.0,63605.9,172.024,35.24599999999971,30.186633534647644
2024-10-01 03:15:00,63605.9,63605.9,63581.8,63600.8,153.212,35.24599999999971,29.75187399645842
2024-10-01 03:16:00,63600.7,63672.0,63600.0,63672.0,253.964,35.24599999999971,32.76959728242568
2024-10-01 03:17:00,63671.9,63683.5,63608.6,63614.6,215.262,35.24599999999971,35.77891176225252
2024-10-01 03:18:00,63614.6,63624.7,63594.0,63601.7,130.64,35.24599999999971,35.41613235066284
2024-10-01 03:19:00,63601.6,63609.8,63559.4,63578.0,115.714,35.24599999999971,36.486408611329885
2024-10-01 03:20:00,63577.9,63605.1,63562.1,63605.1,104.809,35.24599999999971,36.951665139092036
2024-10-01 03:21:00,63605.2,63625.7,63600.0,63625.7,74.758,35.24599999999971,36.147974772013825
2024-10-01 03:22:00,63625.7,63649.3,63615.7,63619.4,73.686,35.24599999999971,35.965976574013254
2024-10-01 03:23:00,63619.4,63622.4,63578.3,63581.5,59.455,35.24599999999971,36.54697824729792
2024-10-01 03:24:00,63581.5,63590.1,63564.4,63564.5,51.468,35.24599999999971,35.77219408677643
2024-10-01 03:25:00,63564.5,63564.5,63502.7,63504.2,193.993,35.24599999999971,37.631323080578326
2024-10-01 03:26:00,63504.1,63543.0,63504.1,63542.9,84.512,35.24599999999971,37.72194286053712
2024-10-01 03:27:00,63543.0,63550.0,63538.8,63550.0,61.042,35.24599999999971,35.827518370498545
2024-10-01 03:28:00,63549.9,63550.0,63516.4,63521.2,28.771,35.24599999999971,35.66840991546283
2024-10-01 03:29:00,63521.2,63526.3,63521.2,63523.5,31.701,35.24599999999971,33.48495206435876
2024-10-01 03:30:00,63523.5,63557.0,63523.2,63539.3,60.56,35.24599999999971,33.50745548833334
2024-10-01 03:31:00,63539.3,63584.7,63524.3,63584.6,52.856,35.24599999999971,35.42835152488055
2024-10-01 03:32:00,63584.7,63584.7,63561.9,63562.1,49.414,35.24599999999971,34.52632641596019
2024-10-01 03:33:00,63562.1,63608.4,63550.0,63608.4,63.053,35.24599999999971,36.231588814820284
2024-10-01 03:34:00,63608.4,63613.8,63598.6,63604.9,73.622,35.24599999999971,34.72933247090486
2024-10-01 03:35:00,63605.0,63605.2,63560.5,63578.5,35.758,35.24599999999971,35.44152300869716
2024-10-01 03:36:00,63578.5,63586.2,63557.8,63586.2,35.742,35.24599999999971,34.93855707950409
2024-10-01 03:37:00,63586.1,63625.0,63579.9,63625.0,39.177,35.24599999999971,35.66437443096798
2024-10-01 03:38:00,63625.0,63630.0,63595.8,63625.9,64.984,35.24599999999971,35.55977625732721
2024-10-01 03:39:00,63625.9,63657.6,63625.8,63648.2,68.41,35.24599999999971,35.29122081037495
2024-10-01 03:40:00,63648.1,63659.7,63648.1,63659.7,74.775,35.24599999999971,33.59899075249093
2024-10-01 03:41:00,63659.6,63694.4,63659.6,63692.2,113.176,35.24599999999971,33.68477712731321
2024-10-01 03:42:00,63692.2,63692.2,63667.0,63667.1,61.282,35.24599999999971,33.078721618219205
2024-10-01 03:43:00,63667.0,63698.0,63663.1,63697.9,121.495,35.24599999999971,33.20881293120365
2024-10-01 03:44:00,63698.0,63724.5,63697.9,63718.9,183.657,35.24599999999971,32.736754864689
2024-10-01 03:45:00,63718.9,63718.9,63677.0,63695.0,133.004,35.24599999999971,33.39127237435417
2024-10-01 03:46:00,63694.9,63707.1,63682.7,63699.9,122.735,35.24599999999971,32.74903863332898
2024-10-01 03:47:00,63699.9,63700.0,63680.0,63700.0,64.184,35.24599999999971,31.83839301666262
2024-10-01 03:48:00,63699.9,63726.0,63699.9,63717.4,139.769,35.24599999999971,31.428507801186615
2024-10-01 03:49:00,63717.4,63719.1,63690.5,63705.2,81.473,35.24599999999971,31.22647152967318
2024-10-01 03:50:00,63705.2,63705.2,63653.6,63653.6,88.158,35.24599999999971,32.68172356326785
2024-10-01 03:51:00,63653.6,63691.5,63652.1,63683.3,65.597,35.24599999999971,33.16160045160596
2024-10-01 03:52:00,63683.2,63691.8,63661.5,63661.6,40.34,35.24599999999971,32.9572004193486
2024-10-01 03:53:00,63661.7,63676.7,63660.0,63673.2,30.857,35.24599999999971,31.79597181796635
2024-10-01 03:54:00,63673.3,63699.0,63673.2,63698.4,33.17,35.24599999999971,31.367688116683247
2024-10-01 03:55:00,63698.3,63698.4,63679.2,63689.6,48.471,35.24599999999971,30.49856753692047
2024-10-01 03:56:00,63689.5,63698.9,63673.6,63698.8,87.946,35.24599999999971,30.127241284283503
2024-10-01 03:57:00,63698.8,63715.3,63698.8,63702.2,62.007,35.24599999999971,29.153866906834683
2024-10-01 03:58:00,63702.1,63732.0,63702.1,63721.1,86.94,35.24599999999971,29.207162127775167
2024-10-01 03:59:00,63721.2,63724.7,63707.2,63707.2,67.038,35.24599999999971,28.370936261505513
2024-10-01 04:00:00,63707.2,63723.3,63689.2,63702.2,117.844,35.24599999999971,28.78015509996982
2024-10-01 04:01:00,63702.2,63702.2,63680.0,63695.8,75.114,35.24599999999971,28.31014402140034
2024-10-01 04:02:00,63695.8,63695.9,63650.8,63650.8,74.845,35.24599999999971,29.509419448443072
2024-10-01 04:03:00,63650.8,63701.0,63643.9,63701.0,70.429,35.24599999999971,31.480175202125604
2024-10-01 04:04:00,63701.2,63772.9,63701.2,63739.4,409.206,35.24599999999971,34.36730554483102
2024-10-01 04:05:00,63739.5,63758.8,63731.2,63756.9,171.684,35.24599999999971,33.8839265773435
2024-10-01 04:06:00,63756.9,63819.0,63756.8,63799.9,526.468,35.24599999999971,35.90650325039019
2024-10-01 04:07:00,63800.0,63824.9,63730.0,63747.1,229.306,35.24599999999971,40.120324446790995
2024-10-01 04:08:00,63747.0,63755.0,63715.4,63715.5,110.106,35.24599999999971,40.083158414877246
2024-10-01 04:09:00,63715.4,63731.2,63674.0,63686.5,152.28,35.24599999999971,41.30578995667152
2024-10-01 04:10:00,63686.6,63688.2,63662.9,63669.9,86.606,35.24599999999971,40.16251924548038
2024-10-01 04:11:00,63669.9,63694.6,63669.8,63686.3,42.317,35.24599999999971,39.06519644223147
2024-10-01 04:12:00,63686.3,63686.4,63658.5,63658.5,38.786,35.24599999999971,38.26768241064361
2024-10-01 04:13:00,63658.5,63660.8,63627.6,63660.7,138.078,35.24599999999971,37.90570509559795
2024-10-01 04:14:00,63660.7,63674.8,63650.0,63650.0,45.509,35.24599999999971,36.96958330305545
2024-10-01 04:15:00,63650.1,63674.8,63650.0,63674.8,47.351,35.24599999999971,36.10032735283741
2024-10-01 04:16:00,63674.7,63683.9,63662.6,63683.9,48.884,35.24599999999971,35.043161113349235
2024-10-01 04:17:00,63683.8,63695.0,63676.8,63694.9,76.646,35.24599999999971,33.840078176681224
2024-10-01 04:18:00,63694.9,63700.0,63687.8,63700.0,38.748,35.24599999999971,32.29435830691807
2024-10-01 04:19:00,63700.0,63760.6,63696.0,63758.1,114.024,35.24599999999971,34.6019041421381
2024-10-01 04:20:00,63758.2,63760.0,63712.0,63712.0,52.818,35.24599999999971,35.55891098912824
2024-10-01 04:21:00,63712.0,63770.0,63712.0,63762.9,127.254,35.24599999999971,37.161845918476224
2024-10-01 04:22:00,63762.9,63768.3,63747.0,63747.1,46.935,35.24599999999971,36.02885692429956
2024-10-01 04:23:00,63747.0,63759.9,63739.9,63745.1,77.496,35.24599999999971,34.88393857256388
2024-10-01 04:24:00,63745.1,63745.1,63710.0,63712.4,47.929,35.24599999999971,34.899371531666354
